A014,"START + SHARE
",SZECHUAN TOFU LETTUCE WRAPS,,,"sweet and spicy crispy szechuan tofu, peanuts, wontons, korean chili sauce, spicy yogurt",$21.75 ,,Vegetarian: dish can be made vegan-friendly upon request,608.0,1160.0,92.0,11.0,0.1,20.0,1870.0,73.0,6.0,38.0,33.0
A015,"START + SHARE
",TRUFFLE FRIES ,,,"truffle, herbs, grana padano, garlic aioli",$11.50 ,,"Gluten-smart, Vegetarian",249.0,670.0,47.0,5.0,0.2,10.0,2480.0,60.0,5.0,3.0,9.0
A016,"START + SHARE
",CRISPY YAM FRIES,,,garlic aioli,$10.75 ,,"Gluten-smart, Vegetarian: dish can be made vegan-friendly upon request",292.0,840.0,48.0,3.5,0.2,0.0,1500.0,98.0,11.0,29.0,5.0
A017,"START + SHARE
",EDAMAME ,,,"steamed soybeans, sea salt",$9.75 ,,"Gluten-smart, Vegan-friendly: food items may come into contact with non-vegan ingredients",228.0,280.0,12.0,1.5,0.0,0.0,600.0,23.0,12.0,5.0,25.0
A018,"START + SHARE
","RAVIOLI + PRAWN TRIO
",,,"chef rob feenie’s signature butternut squash and mascarpone ravioli, truffle butter, sautéed prawns, pine nuts, crispy sage",$17.25 ,,,199.0,560.0,45.0,22.0,1.5,235.0,1100.0,19.0,1.0,3.0,17.0
A019,"BOWLS
","THE MED BOWL
",,,"turmeric rice, beetroot hummus, kale, cucumber, red onion, tomatoes, macedonian feta, kalamata olives, yogurt, pickled red cabbage","24.75
20","with your choice of the following: 
falafel and grilled shawarma chicken 24¾ 
falafel 20",Vegetarian,,,,,,,,,,,
A020,"BOWLS
","THAI GREEN CURRY
",,,"coconut green curry, jasmine rice, bok choy, spinach, peppers, bean sprouts, thai basil, cilantro, crispy rice","26.25
23.75","with your choice of the following:  
prawns 26¼
chicken 23¾",,,,,,,,,,,,
A021,"BOWLS
","TUNA POKE BOWL
",,,"sesame ginger ocean wise™ ahi, jasmine rice, mango, cucumber, avocado, edamame, ginger, radish, crispy tempura",$24.75 ,,,577.0,880.0,50.0,6.0,0.3,60.0,1890.0,78.0,11.0,22.0,31.0
A022,"BOWLS
",CRISPY TOFU BOWL ,,,"100% plant-based. soy chili tofu, jasmine rice, mango, cucumber, avocado, edamame, ginger, radish",$22.75 ,,"Gluten-smart, Vegan-friendly: food items may come into contact with non-vegan ingredients",604.0,900.0,50.0,6.0,0.1,0.0,1550.0,87.0,10.0,25.0,27.0
A023,"BOWLS
","TERIYAKI CHICKEN RICE BOWL
",,,"peppers, broccoli, red cabbage, bean sprouts, spicy yogurt",$22 ,,,691.0,1070.0,49.0,7.0,0.2,100.0,2640.0,121.0,7.0,32.0,42.0
A024,GREENS,"LEMONGRASS NOODLE SALAD
",,,"grilled lemongrass chicken, rice noodles, fresh greens, peanuts, avocado, carrot, cabbage, serrano peppers, thai basil, cilantro, sweet citrus vinaigrette",$23.25 ,"substitute lemongrass prawns +4
",,,,,,,,,,,,
A025,GREENS,"RAINCOAST GREENS
",,,"fresh greens, grilled chicken breast, avocado, tomatoes, feta, spicy pecans, cucumber, egg, lemon-thyme vinaigrette",$23.75 ,"substitute grilled salmon or sautéed prawns +4
",,,,,,,,,,,,
A026,GREENS,"AVOCADO KALE SALAD
",,,"crispy chickpeas, grilled avocado, pickled red cabbage, fennel chili crumb, grana padano, lemon garlic dressing",$17.75 ,"add grilled chicken +6.25 
add grilled salmon +8.75",,,,,,,,,,,,
A027,"CASUAL FAVOURITES
","BAJA FISH TACOS
",,,"beer battered ocean wise™ pacific cod, pico de gallo, pickled cabbage, valentina garlic mayo, avocado crema, flour tortilla",$18.75 ,"add sea salted fries +4.75
add fresh greens, kale salad, truffle fries, yam fries +5.50",,330.0,760.0,36.0,5.0,0.1,30.0,1430.0,85.0,6.0,7.0,24.0
A028,"CASUAL FAVOURITES
","ROB’S CRISPY CHICKEN SANDWICH
",,,"spicy panko-crusted chicken, swiss cheese, sambal mayo, lettuce, tomato, pickle, onion, sea salted fries",$22.25 ,"Substitute
fresh greens, kale salad, truffle fries or yam fries+2.50
gluten-free bun+2
lettuce bun+2",,,,,,,,,,,,
A029,"CASUAL FAVOURITES
","CHICKEN TENDERS
",,,"panko-breaded chicken, sea salted fries, honey mustard dip",$18.75 ,"Substitute
fresh greens, kale salad, truffle fries or yam fries+2.50
gluten-free bun+2
lettuce bun+2",,283.0,760.0,38.0,4.0,0.1,260.0,1360.0,54.0,2.0,1.0,51.0
A030,"CASUAL FAVOURITES
","CAJUN CHICKEN SANDWICH
",,,"blackened cajun chicken, aged cheddar, lettuce, tomato, mayonnaise, brioche bun, sea salted fries",$20.75 ,"Substitute
fresh greens, kale salad, truffle fries or yam fries+2.50
gluten-free bun+2
lettuce bun+2",,312.0,790.0,57.0,17.0,0.5,155.0,2350.0,41.0,3.0,8.0,40.0
A031,"BURGERS
","THE FEENIE BURGER
",,,"smashed certified angus beef®, sautéed mushrooms, aged cheddar, smoked bacon, red relish, mayonnaise, ketchup, mustard, sea salted fries",$23.50 ,"Substitute
fresh greens, kale salad, truffle fries or yam fries+2.50
gluten-free bun+2lettuce bun+2",,537.0,1110.0,77.0,35.0,1.5,230.0,1980.0,58.0,3.0,21.0,54.0
A032,"BURGERS
",CHEDDAR BACON BURGER,,,"smashed certified angus beef®, aged cheddar, smoked bacon, red relish, mayonnaise, ketchup, mustard, sea salted fries",$22.25 ,"Substitute
fresh greens, kale salad, truffle fries or yam fries+2.50
gluten-free bun+2lettuce bun+2",,378.0,830.0,47.0,18.0,0.3,170.0,1970.0,55.0,3.0,19.0,52.0
A033,"BURGERS
",GARDENBURGER,,,"aged cheddar, red relish, mayonnaise, ketchup, mustard, brioche bun, sea salted fries",$20.75 ,"Substitute
fresh greens, kale salad, truffle fries or yam fries+2.50
gluten-free bun+2lettuce bun+2",Vegetarian,339.0,870.0,58.0,20.0,1.0,80.0,1530.0,64.0,5.0,10.0,24.0
A034,"BURGERS
",IMPOSSIBLE™ BURGER ,,,"impossible™ plant-based patty, red relish, vegan mayo, ketchup, mustard, vegan bun, sea salted fries",$21.75 ,"Substitute
fresh greens, kale salad, truffle fries or yam fries+2.50
gluten-free bun+2lettuce bun+2",Vegan-friendly: food items may come into contact with non-vegan ingredients,,,,,,,,,,,
A035,MAINS,TRUFFLE CHICKEN,,,"parmesan crusted chicken breast, roasted mushrooms, potato gnocchi, truffle mushroom cream sauce, arugula31",$31 ,,New,498.0,1400.0,97.0,24.0,1.0,295.0,2320.0,50.0,5.0,4.0,82.0
A036,MAINS,CRAB CAKE FRITES ,,,"panko-crusted canadian crab & prawn cakes, tartar sauce, kale salad, sea salted fries",$32 ,,New,407.0,1660.0,142.0,23.0,1.0,215.0,1760.0,74.0,7.0,6.0,35.0
A037,MAINS,"RIGATONI BOLOGNESE
",,,"truffled pecorino, slow cooked beef and pork ragu, rosemary, fennel chili crumb, garlic crostini",$24.25 ,,,465.0,980.0,43.0,17.0,0.5,105.0,1950.0,111.0,14.0,21.0,41.0
A038,MAINS,"SPAGHETTI PORTOFINO
",,,"sautéed prawns, lobster lemon butter sauce, roasted gem tomatoes, corn, fennel chili crumb, garlic crostini",$26.75 ,,,475.0,1060.0,69.0,31.0,1.5,295.0,1650.0,73.0,4.0,6.0,31.0
A039,MAINS,"BUTTERNUT SQUASH RAVIOLI WITH PRAWNS
",,,"chef rob feenie’s signature butternut squash and mascarpone ravioli, truffle butter, sautéed prawns, pine nuts, crispy sage",$30 ,,,,,,,,,,,,,
A040,MAINS,"BLACKENED CREOLE CHICKEN
",,,"creole butter, cajun spices, buttered mashed potatoes, roasted asparagus",$29 ,,,503.0,800.0,48.0,22.0,0.5,220.0,2760.0,41.0,6.0,3.0,52.0
A041,MAINS,"GRILLED DIJON SALMON
",,,"ocean wise™ lois lake steelhead, buttered mashed potatoes, roasted asparagus, soy-dijon butter sauce, cilantro",$30.25 ,,,396.0,550.0,30.0,11.0,0.5,130.0,1810.0,29.0,2.0,1.0,47.0
A042,STEAKS,STEAK + LOBSTER,,,"atlantic lobster tail, buttered mashed potatoes, roasted asparagus, grilled lemon","66.75
65.75","with your choice of the following:
7oz certified angus beef® filet 66.75
12oz new york striploin 65.75","Gluten-smart, New",,,,,,,,,,,
A043,STEAKS,TRUFFLE MUSHROOM STEAK,,,"8oz certified angus beef® sirloin, roasted mushrooms, truffle compound butter, red wine jus, buttered mashed potatoes, roasted asparagus",$37.75 ,"Upgrade any 8oz sirloin to:
7oz certified angus beef® filet+13
12oz certified angus beef® new york striploin+12

Add to your steak:
atlantic lobster tail+20",New,,,,,,,,,,,
A044,STEAKS,"CREOLE STEAK + PRAWNS
",,,"8oz certified angus beef® sirloin, cajun spices, spicy creole butter, white wine sautéed creole prawns, buttered mashed potatoes, roasted asparagus",$43.25 ,"Upgrade any 8oz sirloin to:
7oz certified angus beef® filet+13
12oz certified angus beef® new york striploin+12

Add to your steak:
atlantic lobster tail+20",,,,,,,,,,,,
A045,STEAKS,"STEAK FRITES
",,,"8oz certified angus beef® sirloin, kale salad, horseradish cream, sea salted fries",$32.75 ,"Upgrade any 8oz sirloin to:
7oz certified angus beef® filet+13
12oz certified angus beef® new york striploin+12

Add to your steak:
atlantic lobster tail+20",,,,,,,,,,,,
A046,STEAKS,PEPPERCORN STEAK,,,"8oz certified angus beef® sirloin, chef rob feenie’s pernod peppercorn demi-glace, buttered mashed potatoes, roasted asparagus",$37.75 ,"Upgrade any 8oz sirloin to:
7oz certified angus beef® filet+13
12oz certified angus beef® new york striploin+12

Add to your steak:
atlantic lobster tail+20",Gluten-Smart,,,,,,,,,,,
A047,STEAKS,CHARGRILLED STEAK ,,,"8oz certified angus beef® sirloin, buttered mashed potatoes, roasted asparagus",$33.75 ,"Upgrade any 8oz sirloin to:
7oz certified angus beef® filet+13
12oz certified angus beef® new york striploin+12

Add to your steak:
atlantic lobster tail+20",Gluten-Smart,,,,,,,,,,,
A048,STEAKS,"MILLIONAIRE’S CUT
",,,"white wine sautéed creole prawns, buttered mashed potatoes, roasted asparagus","51.75
50.75","with your choice of the following:
7oz certified angus beef® filet 51.75 
12oz new york striploin 50.75",,,,,,,,,,,,
A049,DESSERTS,CHOCOLATE LAVA CAKE ,,,"molten dark chocolate cake, tahitian vanilla ice cream",$11.50 ,,Vegetarian,,,,,,,,,,,
A050,DESSERTS,CHOCOLATE PEANUT BUTTER CRUNCH BAR ,,,"tahitian vanilla ice cream, caramel sauce, crunchy chocolate pearls",$11.50 ,,Vegetarian,,,,,,,,,,,
A051,DESSERTS,KEY LIME PIE ,,,"freshly squeezed key limes, graham cracker crust, hand-whipped cream",$11.50 ,,Vegetarian,,,,,,,,,,,
A052,DESSERTS,NEW YORK CHEESECAKE ,,,"graham cracker crust, raspberry compote, hand-whipped cream",$11.50 ,,Vegetarian,,,,,,,,,,,
A053,"PLANT BASED + VEGETARIAN
",SZECHUAN TOFU LETTUCE WRAPS ,,,"sweet and spicy crispy szechuan tofu, peanuts, wontons, korean chili sauce, spicy yogurt",$21.75 ,,Vegetarian: dish can be made vegan-friendly upon request,,,,,,,,,,,
A054,"PLANT BASED + VEGETARIAN
",EDAMAME ,,,"steamed soybeans, sea salt",$9.75 ,,Vegan-friendly: food items may come into contact with non-vegan ingredients,228.0,280.0,12.0,1.5,0.0,0.0,600.0,23.0,12.0,5.0,25.0
A055,"PLANT BASED + VEGETARIAN
",CRISPY YAM FRIES ,,,garlic aioli,$10.75 ,,Vegetarian: dish can be made vegan-friendly upon request,292.0,840.0,48.0,3.5,0.2,0.0,1500.0,98.0,11.0,29.0,5.0
A056,"PLANT BASED + VEGETARIAN
",TRUFFLE FRIES ,,,"truffle, herbs, grana padano, garlic aioli",$11.50 ,,Vegetarian,249.0,670.0,47.0,5.0,0.2,10.0,2480.0,60.0,5.0,3.0,9.0
A057,"PLANT BASED + VEGETARIAN
",THE MED BOWL ,,,"falafel, turmeric rice, beetroot hummus, kale, cucumber, red onion, tomatoes, macedonian feta, kalamata olives, yogurt, pickled red cabbage
vegan option available",$20 ,,Vegetarian,444.0,700.0,35.0,5.0,0.1,0.0,1900.0,76.0,8.0,12.0,11.0
A058,"PLANT BASED + VEGETARIAN
",CRISPY TOFU BOWL ,,,"100% plant-based. soy chili tofu, jasmine rice, mango, cucumber, avocado, edamame, ginger, radish",$22.75 ,,Vegan-friendly: food items may come into contact with non-vegan ingredients,604.0,900.0,50.0,6.0,0.1,0.0,1550.0,87.0,10.0,25.0,27.0
A059,"PLANT BASED + VEGETARIAN
",GARDENBURGER® ,,,"aged cheddar, red relish, mayonnaise, ketchup, mustard, brioche bun, sea salted fries",$20.75 ,,Vegetarian,339.0,870.0,58.0,20.0,1.0,80.0,1530.0,64.0,5.0,10.0,24.0
A060,"PLANT BASED + VEGETARIAN
",IMPOSSIBLE™ BURGER ,,,"impossible™ plant-based patty, red relish, vegan mayo, ketchup, mustard, vegan bun, sea salted fries",$21.75 ,,Vegan-friendly: food items may come into contact with non-vegan ingredients,,,,,,,,,,,
A061,GLUTEN SMART,CALAMARI BRAVAS,,,"tender ocean wise™ humboldt squid, peppers, jalapeños, dill, tzatziki, paprika aioli",$19 ,,"New, May contain gluten due to fryer",417.0,1000.0,77.0,10.0,0.2,500.0,1260.0,45.0,2.0,4.0,36.0
A062,GLUTEN SMART,HOT CHICKEN + PICKLES,,,"crispy fried chicken, nashville spice, honey, creamy parmesan dip",$18 ,,"New, May contain gluten due to fryer",322.0,1060.0,70.0,10.0,0.2,160.0,1360.0,58.0,2.0,14.0,54.0
A063,GLUTEN SMART,TRUFFLE FRIES ,,,"truffle, herbs, grana padano, garlic aioli",$11.50 ,,"Vegetarian, french fries may contain gluten due to fryer",249.0,670.0,47.0,5.0,0.2,10.0,2480.0,60.0,5.0,3.0,9.0
A064,GLUTEN SMART,CRISPY YAM FRIES ,,,garlic aioli,$10.75 ,,"Vegan-friendly: food items may come into contact with non-vegan ingredients
Garlic aiolo containes egg, fries may contain gluten due to fryer",292.0,840.0,48.0,3.5,0.2,0.0,1500.0,98.0,11.0,29.0,5.0
A065,GLUTEN SMART,EDAMAME ,,,"steamed soybeans, sea salt",$9.75 ,,Vegan-friendly: food items may come into contact with non-vegan ingredients,228.0,280.0,12.0,1.5,0.0,0.0,600.0,23.0,12.0,5.0,25.0
A066,GLUTEN SMART,"THE MED BOWL
",,,"turmeric rice, beetroot hummus, kale, cucumber, red onion, tomatoes, macedonian feta, kalamata olives, yogurt, pickled red cabbage","24.75
20","with your choice of the following: 
falafel and grilled shawarma chicken 24.75
falafel 20",Note: falafel may contain gluten due to fryer.,,,,,,,,,,,
A067,GLUTEN SMART,CRISPY TOFU BOWL ,,,"100% plant-based. soy chili tofu, jasmine rice, mango, cucumber, avocado, edamame, ginger, radish",$22.75 ,,"tofu may contain gluten due to fryer
Vegan-friendly: food items may come into contact with non-vegan ingredients",604.0,900.0,50.0,6.0,0.1,0.0,1550.0,87.0,10.0,25.0,27.0
A068,GLUTEN SMART,"LEMONGRASS NOODLE SALAD
",,,"grilled lemongrass chicken, rice noodles, fresh greens, peanuts, avocado, carrot, cabbage, serrano peppers, thai basil, cilantro, sweet citrus vinaigrette",$23.25 ,"order without: sushi sauce
substitute lemongrass prawns +4",,,,,,,,,,,,
A069,GLUTEN SMART,"THE FEENIE BURGER
",,,"smashed certified angus beef®, sautéed mushrooms, aged cheddar, smoked bacon, red relish, mayonnaise, ketchup, mustard, gluten-free bun",$25.50 ,,,537.0,1110.0,77.0,35.0,1.5,230.0,1980.0,58.0,3.0,21.0,54.0
A070,GLUTEN SMART,CHEDDAR BACON BURGER,,,"smashed certified angus beef®, aged cheddar, smoked bacon, red relish, mayonnaise, ketchup, mustard, gluten-free bun",$24.25 ,,,378.0,830.0,47.0,18.0,0.3,170.0,1970.0,55.0,3.0,19.0,52.0
A071,GLUTEN SMART,"CAJUN CHICKEN SANDWICH
",,,"blackened cajun chicken, aged cheddar, lettuce, tomato, mayonnaise, gluten-free bun",$22.75 ,,,312.0,790.0,57.0,17.0,0.5,155.0,2350.0,41.0,3.0,8.0,40.0
A072,GLUTEN SMART,"THAI GREEN CURRY
",,,"coconut green curry, jasmine rice, bok choy, spinach, peppers, bean sprouts, thai basil, cilantro, crispy rice",,"with your choice of the following:  
prawns 26.25
chicken 23.75",,,,,,,,,,,,
A073,GLUTEN SMART,"GRILLED SALMON
",,,"ocean wise™ lois lake steelhead, buttered mashed potatoes, roasted asparagus",$30.25 ,,,340.0,510.0,33.0,12.0,0.4,110.0,1080.0,25.0,3.0,1.0,41.0
A074,GLUTEN SMART,"CHARGRILLED STEAK
",,,"8oz certified angus beef® sirloin, buttered mashed potatoes, roasted asparagus",$33.75 ,add pernod peppercorn demi-glace +4,,,,,,,,,,,,
A075,GLUTEN SMART,STEAK + LOBSTER,,,"atlantic lobster tail, buttered mashed potatoes, roasted asparagus, grilled lemon","66.75
65.75","with your choice of the following:
7oz certified angus beef® filet 66.75
12oz new york striploin 65.75",New,,,,,,,,,,,
